cell,fusion,alpha,top_k_stage1,rerank,rerank_model,truncation,mode,final_k,query_idx,question,origin_chunk_id,gold_in_stage1_pool,stage1_size,rerank_top_score,rerank_bottom_score,rerank_latency_ms,hit_rank,recall_at_5,mrr10,ndcg_at_10
Q4_qwen3_1500c_inproc,alpha,0.75,50,1,Qwen/Qwen3-Reranker-0.6B,1500,inproc,5,110,What is the content of SC2312.md?,01KSHSND6HKN2H531PAN599NW2,1,50,6.5,4.0625,141.8,1,1,1.000000,1.000000
Q4_qwen3_1500c_inproc,alpha,0.75,50,1,Qwen/Qwen3-Reranker-0.6B,1500,inproc,5,111,shell array parameters declare local readonly -a -A options,01KSHSNCQB5HVZMYCPCKGA8DR9,1,50,8.4375,7.375,726.8,2,1,0.500000,0.630930
Q4_qwen3_1500c_inproc,alpha,0.75,50,1,Qwen/Qwen3-Reranker-0.6B,1500,inproc,5,112,Bash version changes and features table,01KSHSND3EZ7J45GRB6ERJ0KYJ,0,50,6.875,6.25,873.1,0,0,0.000000,0.000000
Q4_qwen3_1500c_inproc,alpha,0.75,50,1,Qwen/Qwen3-Reranker-0.6B,1500,inproc,5,113,how to implement a collapsing function in bash with verbose output example,01KSHSND43KMB9V47MMFW4RYTQ,1,50,9.375,-2.4375,671.0,1,1,1.000000,1.000000
Q4_qwen3_1500c_inproc,alpha,0.75,50,1,Qwen/Qwen3-Reranker-0.6B,1500,inproc,5,114,I'm trying to write a script that will change directory but after the script finishes I'm back where I started,01KSHSNCZ2SMXP406DPZGG8PHT,1,50,7.25,3.6875,925.0,1,1,1.000000,1.000000
Q4_qwen3_1500c_inproc,alpha,0.75,50,1,Qwen/Qwen3-Reranker-0.6B,1500,inproc,5,115,how does brace expansion work with string lists and prefix/suffix examples,01KSHSND524SC4G5ZBXZEJ6Q0Y,1,50,8.75,7.625,992.0,0,0,0.000000,0.000000
Q4_qwen3_1500c_inproc,alpha,0.75,50,1,Qwen/Qwen3-Reranker-0.6B,1500,inproc,5,116,SC2083 exceptions none,01KSHSND85B7WBD71QPWX99YRS,0,50,3.3125,3.25,143.4,0,0,0.000000,0.000000
Q4_qwen3_1500c_inproc,alpha,0.75,50,1,Qwen/Qwen3-Reranker-0.6B,1500,inproc,5,117,Bash built-in variables version history,01KSHSND3EZ7J45GRB6ERJ0KYE,1,50,8.0,5.25,1065.4,3,1,0.333333,0.500000
Q4_qwen3_1500c_inproc,alpha,0.75,50,1,Qwen/Qwen3-Reranker-0.6B,1500,inproc,5,118,how to find the newest file in a posix shell script using find and modification time,01KSHSND09JAAR298H1QFGWGPP,1,50,7.25,3.8125,652.4,2,1,0.500000,0.630930
Q4_qwen3_1500c_inproc,alpha,0.75,50,1,Qwen/Qwen3-Reranker-0.6B,1500,inproc,5,119,Why is using 'function' keyword non-standard in shell scripts? Use 'foo()' instead of 'function foo'?,01KSHSND7Y77DJF83KS6KVFKQ6,0,50,9.875,7.0,719.9,0,0,0.000000,0.000000
Q4_qwen3_1500c_inproc,alpha,0.75,50,1,Qwen/Qwen3-Reranker-0.6B,1500,inproc,5,120,how to check syntax for command ending with slash,01KSHSND6R2KF0GY78D52GR4BT,0,50,6.9375,2.0,643.6,0,0,0.000000,0.000000
Q4_qwen3_1500c_inproc,alpha,0.75,50,1,Qwen/Qwen3-Reranker-0.6B,1500,inproc,5,121,Why is $0 not an option for determining the location of my script?,01KSHSNCYJDM65C0GCJTVGWA2B,1,50,8.875,4.8125,862.3,1,1,1.000000,1.000000
Q4_qwen3_1500c_inproc,alpha,0.75,50,1,Qwen/Qwen3-Reranker-0.6B,1500,inproc,5,122,How does shellmath handle decimal numbers by splitting them into integer and fractional parts?,01KSHSNCHW3R2PVWJ2FKGJEYN5,1,50,8.875,1.0,872.2,1,1,1.000000,1.000000
Q4_qwen3_1500c_inproc,alpha,0.75,50,1,Qwen/Qwen3-Reranker-0.6B,1500,inproc,5,123,How do I create a progress bar? How do I see a progress indicator when copying/moving files?,01KSHSNCWSSY4YAR6GJFP37AMD,1,50,7.9375,6.625,852.3,2,1,0.500000,0.630930
Q4_qwen3_1500c_inproc,alpha,0.75,50,1,Qwen/Qwen3-Reranker-0.6B,1500,inproc,5,124,Bash difference between [[ $path = foo* ]] and [[ $path =~ $re ]] pattern matching,01KSHSND16GFQMW1QEH51E1Y25,1,50,7.875,5.6875,680.7,1,1,1.000000,1.000000
Q4_qwen3_1500c_inproc,alpha,0.75,50,1,Qwen/Qwen3-Reranker-0.6B,1500,inproc,5,125,Why use hard-coded ANSI escape sequences instead of tput for terminal colors due to broken terminfo databases?,01KSHSNCYSZ3RQ555QEF1PNF4T,1,50,7.8125,6.75,900.7,2,1,0.500000,0.630930
Q4_qwen3_1500c_inproc,alpha,0.75,50,1,Qwen/Qwen3-Reranker-0.6B,1500,inproc,5,126,How to avoid $? being overwritten by echo/printf commands in Bash?,01KSHSND6FF0PQREG89BPM4K9C,1,50,7.9375,4.25,683.2,0,0,0.000000,0.000000
Q4_qwen3_1500c_inproc,alpha,0.75,50,1,Qwen/Qwen3-Reranker-0.6B,1500,inproc,5,127,How do I create a progress bar? How do I see a progress indicator when copying/moving files?,01KSHSNCYV1HGTJTVYYQ0F4XZB,1,50,7.9375,6.625,850.9,1,1,1.000000,1.000000
Q4_qwen3_1500c_inproc,alpha,0.75,50,1,Qwen/Qwen3-Reranker-0.6B,1500,inproc,5,128,What is the exception for using double parentheses in arithmetic contexts according to SC2322?,01KSHSND6E3VD5XR39D6G0PKH9,0,50,6.5,-0.8125,396.6,0,0,0.000000,0.000000
Q4_qwen3_1500c_inproc,alpha,0.75,50,1,Qwen/Qwen3-Reranker-0.6B,1500,inproc,5,129,POSIX sh test -N undefined exceptions,01KSHSND5X5MP76817PE6JQCB0,1,50,9.625,6.5,503.8,2,1,0.500000,0.630930
Q4_qwen3_1500c_inproc,alpha,0.75,50,1,Qwen/Qwen3-Reranker-0.6B,1500,inproc,5,130,man rbash restricted shell section,01KSHSNC3EV2VK442CXJJEXA62,1,50,8.5625,7.125,658.3,3,1,0.333333,0.500000
Q4_qwen3_1500c_inproc,alpha,0.75,50,1,Qwen/Qwen3-Reranker-0.6B,1500,inproc,5,131,How to group commands in a shell script using curly braces and what is the required syntax termination?,01KSHSND55K23TNHE25DFVCS7A,1,50,7.3125,5.8125,711.3,2,1,0.500000,0.630930
Q4_qwen3_1500c_inproc,alpha,0.75,50,1,Qwen/Qwen3-Reranker-0.6B,1500,inproc,5,132,how to group commands in a subshell in bash,01KSHSND54YTYJEYS9K8ZXGHET,1,50,8.0625,5.875,706.9,0,0,0.000000,0.000000
Q4_qwen3_1500c_inproc,alpha,0.75,50,1,Qwen/Qwen3-Reranker-0.6B,1500,inproc,5,133,How to properly unset elements in a Bash sparse array to avoid unintended filename globbing,01KSHSNCW3R71A0GZ9G7SWC86Q,1,50,8.625,6.25,1049.2,4,1,0.250000,0.430677
Q4_qwen3_1500c_inproc,alpha,0.75,50,1,Qwen/Qwen3-Reranker-0.6B,1500,inproc,5,134,SC3004.md,01KSHSND6ATWC18CSYZ7DJVB5F,1,50,8.8125,3.9375,140.2,1,1,1.000000,1.000000
Q4_qwen3_1500c_inproc,alpha,0.75,50,1,Qwen/Qwen3-Reranker-0.6B,1500,inproc,5,135,sh manpage arithmetic evaluation operators precedence,01KSHSNCQJ1A9C66WXK6EQZRTF,1,50,7.4375,6.0625,724.0,2,1,0.500000,0.630930
Q4_qwen3_1500c_inproc,alpha,0.75,50,1,Qwen/Qwen3-Reranker-0.6B,1500,inproc,5,136,What are the related topics and resources for conditional expressions in shell scripting?,01KSHSND56XW467HCJ7KSQQDCR,0,50,6.4375,6.25,1025.6,0,0,0.000000,0.000000
Q4_qwen3_1500c_inproc,alpha,0.75,50,1,Qwen/Qwen3-Reranker-0.6B,1500,inproc,5,137,Bash syntax error command ending with apostrophe,01KSHSND6R2KF0GY78D52GR4BP,0,50,5.625,1.25,642.8,0,0,0.000000,0.000000
Q4_qwen3_1500c_inproc,alpha,0.75,50,1,Qwen/Qwen3-Reranker-0.6B,1500,inproc,5,138,BashSheet basic structures examples,01KSHSND1B99JABS5DV0BKMXWW,1,50,9.1875,-0.8125,668.7,1,1,1.000000,1.000000
Q4_qwen3_1500c_inproc,alpha,0.75,50,1,Qwen/Qwen3-Reranker-0.6B,1500,inproc,5,139,How can I find tutorials and references for using the ed text editor in scripts?,01KSHSND41FNN7K4EZMCVP8W76,1,50,7.6875,3.4375,796.8,1,1,1.000000,1.000000
Q4_qwen3_1500c_inproc,alpha,0.75,50,1,Qwen/Qwen3-Reranker-0.6B,1500,inproc,5,140,Bash built-in commands for process and job control,01KSHSND1W4B91A01WT4H9VY66,1,50,7.625,6.5625,828.0,3,1,0.333333,0.500000
Q4_qwen3_1500c_inproc,alpha,0.75,50,1,Qwen/Qwen3-Reranker-0.6B,1500,inproc,5,141,How to enable SC2248 ShellCheck rule for quote-safe-variables directive?,01KSHSND7134J7BG168ANNMGNH,1,50,10.0,4.5,642.0,2,1,0.500000,0.630930
Q4_qwen3_1500c_inproc,alpha,0.75,50,1,Qwen/Qwen3-Reranker-0.6B,1500,inproc,5,142,order of expansions and substitutions in Bash,01KSHSND4ZG6ZXHS42S8C1W7J2,1,50,8.25,6.125,949.9,1,1,1.000000,1.000000
Q4_qwen3_1500c_inproc,alpha,0.75,50,1,Qwen/Qwen3-Reranker-0.6B,1500,inproc,5,143,Bash exceptions to using -n for string checks,01KSHSND72Q2J0M283QJZ2N8PH,0,50,6.875,5.375,811.5,0,0,0.000000,0.000000
Q4_qwen3_1500c_inproc,alpha,0.75,50,1,Qwen/Qwen3-Reranker-0.6B,1500,inproc,5,144,"How does Bash handle command substitution with $(...), including trailing newlines, word splitting, quoting, and potential conflicts with arithmetic expansion?",01KSHSND50RBT9PVVBZPWAP611,1,50,8.9375,6.1875,771.2,1,1,1.000000,1.000000
Q4_qwen3_1500c_inproc,alpha,0.75,50,1,Qwen/Qwen3-Reranker-0.6B,1500,inproc,5,145,sh manpage,01KSHSNCPXD8TW3C84BBBF9V22,1,50,4.5,-1.0,680.1,1,1,1.000000,1.000000
Q4_qwen3_1500c_inproc,alpha,0.75,50,1,Qwen/Qwen3-Reranker-0.6B,1500,inproc,5,146,How to perform floating-point calculations directly in Bash using shellmath?,01KSHSNCHW3R2PVWJ2FKGJEYN6,1,50,10.375,5.625,691.6,1,1,1.000000,1.000000
Q4_qwen3_1500c_inproc,alpha,0.75,50,1,Qwen/Qwen3-Reranker-0.6B,1500,inproc,5,147,decode binary data to ascii in bash script bindec.bash nul character issue,01KSHSNCZ2SMXP406DPZGG8PHP,1,50,9.625,2.875,1351.7,1,1,1.000000,1.000000
Q4_qwen3_1500c_inproc,alpha,0.75,50,1,Qwen/Qwen3-Reranker-0.6B,1500,inproc,5,148,Bash select command alternative syntax using braces,01KSHSND53W492KBD9TP73G49C,1,50,8.0625,3.0625,786.3,1,1,1.000000,1.000000
Q4_qwen3_1500c_inproc,alpha,0.75,50,1,Qwen/Qwen3-Reranker-0.6B,1500,inproc,5,149,hardlink definition and characteristics in filesystem,01KSHSND46W1GXEAEXVHK1NPFR,1,50,6.0,3.6875,633.9,1,1,1.000000,1.000000
Q4_qwen3_1500c_inproc,alpha,0.75,50,1,Qwen/Qwen3-Reranker-0.6B,1500,inproc,5,150,how to check if a variable is defined in bash using parameter expansion,01KSHSND2B0BDE2GED8HP41C8S,1,50,7.625,5.125,720.1,3,1,0.333333,0.500000
Q4_qwen3_1500c_inproc,alpha,0.75,50,1,Qwen/Qwen3-Reranker-0.6B,1500,inproc,5,151,POSIX regex differences between expr grep and awk BRE ERE,01KSHSNCYV1HGTJTVYYQ0F4XZ6,1,50,8.0625,1.6875,722.7,1,1,1.000000,1.000000
Q4_qwen3_1500c_inproc,alpha,0.75,50,1,Qwen/Qwen3-Reranker-0.6B,1500,inproc,5,152,How can I get a file's permissions or metadata without parsing ls -l output in Bash?,01KSHSNCWTSYN79T85P20X2VE5,1,50,7.9375,4.0,754.6,1,1,1.000000,1.000000
Q4_qwen3_1500c_inproc,alpha,0.75,50,1,Qwen/Qwen3-Reranker-0.6B,1500,inproc,5,153,Portability considerations when grouping commands in subshells using curly braces in shell scripts,01KSHSND55K23TNHE25DFVCS7D,1,50,9.6875,5.0625,676.2,2,1,0.500000,0.630930
Q4_qwen3_1500c_inproc,alpha,0.75,50,1,Qwen/Qwen3-Reranker-0.6B,1500,inproc,5,154,Are there exceptions for file descriptors outside 0-9 in POSIX sh?,01KSHSND66G6AE7M0BECZKRESY,0,50,8.5625,3.5,496.1,0,0,0.000000,0.000000
Q4_qwen3_1500c_inproc,alpha,0.75,50,1,Qwen/Qwen3-Reranker-0.6B,1500,inproc,5,155,caller command synopsis,01KSHSND4VD23GPDDXCA8SBTXY,1,50,7.75,-1.625,666.3,1,1,1.000000,1.000000
Q4_qwen3_1500c_inproc,alpha,0.75,50,1,Qwen/Qwen3-Reranker-0.6B,1500,inproc,5,156,SC3040.md,01KSHSND626BG6M5VQZPTXSRT5,1,50,8.9375,5.3125,141.4,1,1,1.000000,1.000000
Q4_qwen3_1500c_inproc,alpha,0.75,50,1,Qwen/Qwen3-Reranker-0.6B,1500,inproc,5,157,How to capture command output including stderr and preserve trailing newlines in shell command substitution examples?,01KSHSND51CVJPFQYVZ54NF103,1,50,7.875,5.875,716.5,1,1,1.000000,1.000000
Q4_qwen3_1500c_inproc,alpha,0.75,50,1,Qwen/Qwen3-Reranker-0.6B,1500,inproc,5,158,"How do the -f and -F options with declare/typeset in Bash handle function definitions, exporting functions via export -f, and managing recursion depth with FUNCNEST?",01KSHSNCE5MGYZ6KG5H4WKB5K6,1,50,8.5,6.0,759.4,3,1,0.333333,0.500000
Q4_qwen3_1500c_inproc,alpha,0.75,50,1,Qwen/Qwen3-Reranker-0.6B,1500,inproc,5,159,"How does brace expansion differ from glob patterns in shell, including examples and expansion order?",01KSHSNCVTBK4Z0KH8CKT7V9P5,1,50,8.375,7.375,1070.9,1,1,1.000000,1.000000
Q4_qwen3_1500c_inproc,alpha,0.75,50,1,Qwen/Qwen3-Reranker-0.6B,1500,inproc,5,160,Bash cd error checking best practices,01KSHSND0XZ1NHJA7DM0PQC6ZD,1,50,7.9375,4.375,763.2,1,1,1.000000,1.000000
Q4_qwen3_1500c_inproc,alpha,0.75,50,1,Qwen/Qwen3-Reranker-0.6B,1500,inproc,5,161,while loop synopsis and description,01KSHSND53W492KBD9TP73G498,1,50,7.5,-0.125,706.2,1,1,1.000000,1.000000
Q4_qwen3_1500c_inproc,alpha,0.75,50,1,Qwen/Qwen3-Reranker-0.6B,1500,inproc,5,162,POSIX dynamically scoped variables advantages disadvantages recursive functions,01KSHSND03NFTP3G8T55ZNXHJS,1,50,7.5,4.0,642.8,1,1,1.000000,1.000000
Q4_qwen3_1500c_inproc,alpha,0.75,50,1,Qwen/Qwen3-Reranker-0.6B,1500,inproc,5,163,redirect stderr to pipe while keeping stdout in Bourne shell,01KSHSNCYYZM60SYFKY30B86HD,1,50,8.5,6.1875,689.8,2,1,0.500000,0.630930
Q4_qwen3_1500c_inproc,alpha,0.75,50,1,Qwen/Qwen3-Reranker-0.6B,1500,inproc,5,164,What is the content of SC3017.md?,01KSHSND67WNTZXN4NN2T3E7VY,1,50,7.3125,3.75,142.2,1,1,1.000000,1.000000
Q4_qwen3_1500c_inproc,alpha,0.75,50,1,Qwen/Qwen3-Reranker-0.6B,1500,inproc,5,165,Bash style guide [ -n ] vs ! [ -z ] exceptions,01KSHSND742RHZ7F1N89H7XG61,1,50,8.6875,6.125,757.6,5,1,0.200000,0.386853
Q4_qwen3_1500c_inproc,alpha,0.75,50,1,Qwen/Qwen3-Reranker-0.6B,1500,inproc,5,166,Bash echo $foo causes massive confusion word splitting and globbing issues,01KSHSND0WB3XTRKXW8N9FQJ9R,1,50,8.5,5.0,677.9,1,1,1.000000,1.000000
Q4_qwen3_1500c_inproc,alpha,0.75,50,1,Qwen/Qwen3-Reranker-0.6B,1500,inproc,5,167,why won't sudo cd work?,01KSHSND75W7JNHEFG0EQQ6VNG,1,50,6.8125,0.9375,694.2,1,1,1.000000,1.000000
Q4_qwen3_1500c_inproc,alpha,0.75,50,1,Qwen/Qwen3-Reranker-0.6B,1500,inproc,5,168,What is the content of SC2168.md?,01KSHSND7KZDPQTK94MAKVKX9Y,1,50,7.375,4.3125,140.7,1,1,1.000000,1.000000
Q4_qwen3_1500c_inproc,alpha,0.75,50,1,Qwen/Qwen3-Reranker-0.6B,1500,inproc,5,169,How can decimal arithmetic be implemented in Bash given its lack of built-in floating point operators?,01KSHSNCHW3R2PVWJ2FKGJEYN4,1,50,7.625,6.125,865.1,1,1,1.000000,1.000000
Q4_qwen3_1500c_inproc,alpha,0.75,50,1,Qwen/Qwen3-Reranker-0.6B,1500,inproc,5,170,SC2320.md content,01KSHSND6E3VD5XR39D6G0PKHE,1,50,6.875,4.125,141.3,1,1,1.000000,1.000000
Q4_qwen3_1500c_inproc,alpha,0.75,50,1,Qwen/Qwen3-Reranker-0.6B,1500,inproc,5,171,how to find and replace in files using bash and vim with confirmation,01KSHSNCYCAFVK2WG11EX2D4T3,1,50,7.5625,1.0,717.1,1,1,1.000000,1.000000
Q4_qwen3_1500c_inproc,alpha,0.75,50,1,Qwen/Qwen3-Reranker-0.6B,1500,inproc,5,172,SC2218.md content,01KSHSND78AMN1GGKMR9A6VV26,1,50,7.3125,4.0625,140.8,1,1,1.000000,1.000000
Q4_qwen3_1500c_inproc,alpha,0.75,50,1,Qwen/Qwen3-Reranker-0.6B,1500,inproc,5,173,What are the main sections and topics covered in the FullBashGuide?,01KSHSNCVMXSCY0EJ8WGAYRBW3,1,50,6.5625,2.25,668.4,1,1,1.000000,1.000000
Q4_qwen3_1500c_inproc,alpha,0.75,50,1,Qwen/Qwen3-Reranker-0.6B,1500,inproc,5,174,SC2268.md content,01KSHSND6WXHF5SA9VWMMF4RD2,1,50,7.3125,4.125,140.0,1,1,1.000000,1.000000
Q4_qwen3_1500c_inproc,alpha,0.75,50,1,Qwen/Qwen3-Reranker-0.6B,1500,inproc,5,175,How to use Bash read with timeout and prompt for user input,01KSHSNCZ9VNV59GGXQBJHHBP6,1,50,7.5,5.625,965.8,2,1,0.500000,0.630930
Q4_qwen3_1500c_inproc,alpha,0.75,50,1,Qwen/Qwen3-Reranker-0.6B,1500,inproc,5,176,Bash common utility functions die function example,01KSHSND0B8XMR5T4FNEFE4HBZ,1,50,10.75,5.25,669.8,2,1,0.500000,0.630930
Q4_qwen3_1500c_inproc,alpha,0.75,50,1,Qwen/Qwen3-Reranker-0.6B,1500,inproc,5,177,What are the components of the command execution environment in Bash?,01KSHSNCE7805DC7044B7KVJND,1,50,7.75,4.0625,928.5,3,1,0.333333,0.500000
Q4_qwen3_1500c_inproc,alpha,0.75,50,1,Qwen/Qwen3-Reranker-0.6B,1500,inproc,5,178,why does using $partial_path_version in a curl URL cause variable expansion issues in shell scripts,01KSHSND70N24Z1J933N5FEAP0,1,50,10.125,-0.3125,660.7,1,1,1.000000,1.000000
Q4_qwen3_1500c_inproc,alpha,0.75,50,1,Qwen/Qwen3-Reranker-0.6B,1500,inproc,5,179,shellcheck SC2145 $@ mixing string and array exceptions,01KSHSND7RW6EHB6V6W4HZ8ZM7,1,50,7.8125,6.5,645.5,1,1,1.000000,1.000000
Q4_qwen3_1500c_inproc,alpha,0.75,50,1,Qwen/Qwen3-Reranker-0.6B,1500,inproc,5,180,ln command no destination error,01KSHSND775ZN7PEKH8PZ3G097,0,50,6.75,-3.75,629.3,0,0,0.000000,0.000000
Q4_qwen3_1500c_inproc,alpha,0.75,50,1,Qwen/Qwen3-Reranker-0.6B,1500,inproc,5,181,how to format time command output to show hours minutes and seconds using awk and TIMEFORMAT=%R,01KSHSNCYMN2Q532ZZ8ABSC490,1,50,7.3125,2.875,1015.1,1,1,1.000000,1.000000
Q4_qwen3_1500c_inproc,alpha,0.75,50,1,Qwen/Qwen3-Reranker-0.6B,1500,inproc,5,182,SC2077.md content,01KSHSND860E18852HZDRHQ175,1,50,7.125,4.3125,142.9,1,1,1.000000,1.000000
Q4_qwen3_1500c_inproc,alpha,0.75,50,1,Qwen/Qwen3-Reranker-0.6B,1500,inproc,5,183,how does quoting the delimiter in a bash here document affect content expansion and quote removal?,01KSHSND16GFQMW1QEH51E1Y27,1,50,8.6875,6.8125,771.8,1,1,1.000000,1.000000
Q4_qwen3_1500c_inproc,alpha,0.75,50,1,Qwen/Qwen3-Reranker-0.6B,1500,inproc,5,184,Why is using strings to store multiple values in Bash considered problematic and what are the delimiter issues involved?,01KSHSNCW04DW406NRVKW3S35D,1,50,7.125,6.3125,634.7,1,1,1.000000,1.000000
Q4_qwen3_1500c_inproc,alpha,0.75,50,1,Qwen/Qwen3-Reranker-0.6B,1500,inproc,5,185,how to use set -x and set +x for debugging in bash scripts,01KSHSND4FQD64VB6STNK8TDRR,1,50,8.875,5.3125,698.0,1,1,1.000000,1.000000
Q4_qwen3_1500c_inproc,alpha,0.75,50,1,Qwen/Qwen3-Reranker-0.6B,1500,inproc,5,186,What is the content of SC2244.md?,01KSHSND72Q2J0M283QJZ2N8PD,1,50,6.9375,3.5,140.8,1,1,1.000000,1.000000
Q4_qwen3_1500c_inproc,alpha,0.75,50,1,Qwen/Qwen3-Reranker-0.6B,1500,inproc,5,187,What are the return statuses for the readonly command and what do they indicate?,01KSHSND4G3H8GB51VBERV4DVR,1,50,7.75,6.875,562.1,0,0,0.000000,0.000000
Q4_qwen3_1500c_inproc,alpha,0.75,50,1,Qwen/Qwen3-Reranker-0.6B,1500,inproc,5,188,How to configure Bash prompt colors using tput without hardcoding ANSI escape sequences?,01KSHSNCYSZ3RQ555QEF1PNF4Q,1,50,8.5,5.8125,900.8,2,1,0.500000,0.630930
Q4_qwen3_1500c_inproc,alpha,0.75,50,1,Qwen/Qwen3-Reranker-0.6B,1500,inproc,5,189,When and why not to use a custom IFS in shell scripting,01KSHSND17WD31P47E6H538W6Y,1,50,9.0,4.8125,685.8,1,1,1.000000,1.000000
Q4_qwen3_1500c_inproc,alpha,0.75,50,1,Qwen/Qwen3-Reranker-0.6B,1500,inproc,5,190,how to log stdout and stderr together in bash keeping lines in sync,01KSHSND0DAWMDPBKYXYY69M35,1,50,7.3125,4.75,713.1,2,1,0.500000,0.630930
Q4_qwen3_1500c_inproc,alpha,0.75,50,1,Qwen/Qwen3-Reranker-0.6B,1500,inproc,5,191,Bash special parameters $* $@ explanation and examples,01KSHSND1D3XH3ABP76DC7Z1M1,1,50,9.3125,6.6875,765.0,1,1,1.000000,1.000000
Q4_qwen3_1500c_inproc,alpha,0.75,50,1,Qwen/Qwen3-Reranker-0.6B,1500,inproc,5,192,Bash parameter expansion difference between ${v#p} and ${v##p},01KSHSNCVS9VGHHAEGBPQGTRBG,1,50,7.0,5.1875,686.5,1,1,1.000000,1.000000
Q4_qwen3_1500c_inproc,alpha,0.75,50,1,Qwen/Qwen3-Reranker-0.6B,1500,inproc,5,193,types of quoting in bash,01KSHSND15JEGHJH9SF6Y667T5,1,50,7.9375,5.75,652.4,2,1,0.500000,0.630930
Q4_qwen3_1500c_inproc,alpha,0.75,50,1,Qwen/Qwen3-Reranker-0.6B,1500,inproc,5,194,Quote removal in Bash expansion process: unquoted characters and their removal,01KSHSNCE3BAVA8K0DMFEE7CT5,1,50,8.1875,5.5625,633.3,1,1,1.000000,1.000000
Q4_qwen3_1500c_inproc,alpha,0.75,50,1,Qwen/Qwen3-Reranker-0.6B,1500,inproc,5,195,how to use the exec builtin command in shell scripting,01KSHSND4RF155R3KES3GZNYEE,1,50,7.9375,3.375,677.8,2,1,0.500000,0.630930
Q4_qwen3_1500c_inproc,alpha,0.75,50,1,Qwen/Qwen3-Reranker-0.6B,1500,inproc,5,196,How can I make an alias that takes an argument?,01KSHSND013361FTXN7GHXNKWQ,1,50,8.3125,5.5625,733.4,2,1,0.500000,0.630930
Q4_qwen3_1500c_inproc,alpha,0.75,50,1,Qwen/Qwen3-Reranker-0.6B,1500,inproc,5,197,SC2193.md,01KSHSND7E11QCWD5Q229HH0DV,1,50,8.125,5.0,142.2,1,1,1.000000,1.000000
Q4_qwen3_1500c_inproc,alpha,0.75,50,1,Qwen/Qwen3-Reranker-0.6B,1500,inproc,5,198,POSIX sh local undefined exceptions,01KSHSND61906AE5J83PM2AX9D,0,50,8.4375,6.5,633.6,0,0,0.000000,0.000000
B1_bge_1500c_inproc,alpha,0.75,50,1,BAAI/bge-reranker-v2-m3,1500,inproc,5,0,Are there any exceptions to the rule that `+=` is undefined in POSIX sh?,01KSHSND66G6AE7M0BECZKREST,0,50,0.908400297164917,0.7661529779434204,4243.5,0,0,0.000000,0.000000
B1_bge_1500c_inproc,alpha,0.75,50,1,BAAI/bge-reranker-v2-m3,1500,inproc,5,1,SC2104.md,01KSHSND80A396HJ701A2TB9FW,1,50,0.9992951154708862,0.47004014253616333,44.0,1,1,1.000000,1.000000
B1_bge_1500c_inproc,alpha,0.75,50,1,BAAI/bge-reranker-v2-m3,1500,inproc,5,2,How do I determine whether a variable is already defined? Or a function?,01KSHSND029K1S14CP1FHQTEH9,1,50,0.9960291385650635,0.8723289966583252,1026.8,1,1,1.000000,1.000000
B1_bge_1500c_inproc,alpha,0.75,50,1,BAAI/bge-reranker-v2-m3,1500,inproc,5,3,how to fetch ssh hostkeys and add to known_hosts without interaction,01KSHSND2RCY7CHWM7FA7WZB97,1,50,0.9965387582778931,0.0047853561118245125,1039.6,1,1,1.000000,1.000000
B1_bge_1500c_inproc,alpha,0.75,50,1,BAAI/bge-reranker-v2-m3,1500,inproc,5,4,Why is ${$x} invalid in shell scripts and how to correctly use variable expansion and indirection?,01KSHSND6N5MGRV3JHMRAV4WG0,0,50,0.9414374828338623,0.273377925157547,904.0,0,0,0.000000,0.000000
B1_bge_1500c_inproc,alpha,0.75,50,1,BAAI/bge-reranker-v2-m3,1500,inproc,5,5,SC2286.md,01KSHSND6R2KF0GY78D52GR4BV,1,50,0.9997109770774841,0.8662273287773132,47.3,1,1,1.000000,1.000000
B1_bge_1500c_inproc,alpha,0.75,50,1,BAAI/bge-reranker-v2-m3,1500,inproc,5,6,How to perform arithmetic evaluation in Bash using let and (( )) commands,01KSHSNCW876EV9G679ZTBEAB9,1,50,0.9900738000869751,0.9254941940307617,918.7,1,1,1.000000,1.000000
B1_bge_1500c_inproc,alpha,0.75,50,1,BAAI/bge-reranker-v2-m3,1500,inproc,5,7,Are there exceptions to the rule that numbers with leading 0 are considered octal in Bash?,01KSHSND860E18852HZDRHQ16Y,1,50,0.9556721448898315,0.631643533706665,1169.1,0,0,0.000000,0.000000
B1_bge_1500c_inproc,alpha,0.75,50,1,BAAI/bge-reranker-v2-m3,1500,inproc,5,8,What is the historical relationship between bc and dc in Unix?,01KSHSND44D8XQPG0N023DTMG6,1,50,0.942345380783081,0.008513987064361572,1177.1,1,1,1.000000,1.000000
B1_bge_1500c_inproc,alpha,0.75,50,1,BAAI/bge-reranker-v2-m3,1500,inproc,5,9,readline incremental search command history,01KSHSNCP4QVJ5E3899KKDN3KW,1,50,0.9959380626678467,0.9892284870147705,1134.2,3,1,0.333333,0.500000
B1_bge_1500c_inproc,alpha,0.75,50,1,BAAI/bge-reranker-v2-m3,1500,inproc,5,10,"How to use ${@:START:COUNT} for expanding a range of positional parameters in Bash, including negative start values and differences between Bash 4 and older versions?",01KSHSND33D2JNEANE8TKRJBPJ,1,50,0.9969685673713684,0.6698004603385925,1501.2,1,1,1.000000,1.000000
